id,sale_date,region,product_category,product_name,quantity,price,revenue,customer_id,payment_method,discount,extra_attributes
10082751,2023-04-07,Красноярск,Продукты,Товар_2346,2,40566.43,57351.68,662239,Перевод,11.05,
10831187,2024-10-15,Новосибирск,Аксессуары,Товар_2064,5,27881.88,171575.51,218939,QR-код,14.13,
4848915,2024-03-20,СПб,Игрушки,Товар_3159,3,89559.63,46567.87,965646,QR-код,27.57,
9995635,2023-10-19,Екатеринбург,Электроника,Товар_2433,5,80053.21,172968.09,30780,Перевод,9.74,
9755122,2025-04-02,Ростов-на-Дону,Косметика,Товар_1913,2,58051.25,69756.26,475634,QR-код,20.84,
10157560,2025-11-13,Самара,Игрушки,Товар_3565,5,86561.22,53094.59,799794,QR-код,18.06,"{""city_tier"": 3, ""campaign_id"": 5, ""device_type"": ""tablet"", ""return_rate"": 4.23, ""extra_field1"": ""value_713"", ""extra_field2"": 4171, ""loyalty_tier"": ""silver"", ""customer_segment"": ""standard""}"
9297391,2023-06-06,Москва,Электроника,Товар_965,4,96084.65,122365.25,656704,Наличные,13.92,
2618903,2024-05-01,Новосибирск,Спорт,Товар_3891,5,83191.62,35982.24,391247,QR-код,11.85,
4463362,2026-01-10,Екатеринбург,Одежда,Товар_3757,4,94882.26,203047.48,119436,Перевод,0.12,
6230090,2024-07-31,Казань,Бытовая техника,Товар_190,4,32673.54,485926.60,690580,QR-код,20.11,"{""city_tier"": 3, ""campaign_id"": 85, ""device_type"": ""desktop"", ""return_rate"": 4.74, ""extra_field1"": ""value_647"", ""extra_field2"": 2929, ""loyalty_tier"": ""silver"", ""customer_segment"": ""premium""}"
8632725,2025-08-31,Москва,Электроника,Товар_274,5,97651.60,277999.45,540909,QR-код,28.88,
10489456,2024-01-06,Москва,Косметика,Товар_2632,3,67752.75,83218.87,43151,Карта,2.77,
4175673,2023-06-07,Самара,Электроника,Товар_3441,2,37863.28,459699.47,140055,QR-код,23.51,
5069947,2025-09-06,Москва,Спорт,Товар_1952,3,15336.22,59026.88,26396,Перевод,7.88,
1039752,2023-09-14,Москва,Аксессуары,Товар_4772,1,54052.14,50955.44,656387,QR-код,8.68,
9218171,2025-10-01,Уфа,Аксессуары,Товар_1330,4,41951.02,8906.92,14422,Перевод,28.88,
9608820,2024-01-21,Екатеринбург,Электроника,Товар_2785,4,30605.68,345941.90,965216,QR-код,3.41,"{""city_tier"": 1, ""campaign_id"": 91, ""device_type"": ""desktop"", ""return_rate"": 7.84, ""extra_field1"": ""value_695"", ""extra_field2"": 5885, ""loyalty_tier"": ""silver"", ""customer_segment"": ""economy""}"
5244107,2025-01-17,Красноярск,Электроника,Товар_3016,4,25788.50,70520.26,964217,Перевод,7.15,
5511093,2025-07-26,Новосибирск,Косметика,Товар_2846,2,76875.18,67748.29,44526,Карта,10.70,
3913201,2026-02-03,Екатеринбург,Продукты,Товар_3191,4,19384.46,495655.19,112538,Наличные,1.37,
9584262,2024-11-05,Нижний Новгород,Спорт,Товар_4792,2,97361.79,14807.77,550774,QR-код,2.19,
4437119,2024-08-25,Казань,Электроника,Товар_4321,5,99620.66,41196.52,637186,Наличные,13.88,
5849307,2025-12-06,Казань,Игрушки,Товар_4440,5,48337.88,2020.44,374387,Перевод,9.19,
8359347,2025-05-14,Красноярск,Косметика,Товар_3796,4,65292.10,10730.79,17211,Перевод,2.76,
9583525,2023-04-14,Екатеринбург,Аксессуары,Товар_809,4,96927.01,157103.01,985425,Перевод,8.42,
9934892,2024-07-23,Ростов-на-Дону,Бытовая техника,Товар_2555,1,58678.02,97597.91,886736,Карта,1.81,
3662020,2024-04-06,СПб,Аксессуары,Товар_3981,3,5506.02,215804.35,121882,QR-код,5.14,"{""city_tier"": 3, ""campaign_id"": 41, ""device_type"": ""mobile"", ""return_rate"": 0.48, ""extra_field1"": ""value_489"", ""extra_field2"": 558, ""loyalty_tier"": ""bronze"", ""customer_segment"": ""economy""}"
10392907,2024-01-11,СПб,Игрушки,Товар_4402,4,29472.82,56925.15,668360,Перевод,14.22,
5763735,2025-06-04,Самара,Косметика,Товар_2354,1,30352.60,95733.52,514146,QR-код,14.22,
2733928,2025-06-16,Ростов-на-Дону,Электроника,Товар_3458,4,92749.42,244923.77,350071,Карта,13.06,
8633472,2026-03-18,Казань,Продукты,Товар_518,4,59356.68,156103.19,369983,Наличные,11.39,
7495779,2025-08-25,Красноярск,Аксессуары,Товар_958,5,53597.42,177344.51,311273,Карта,21.08,
4419791,2025-07-07,СПб,Бытовая техника,Товар_1064,2,93699.52,40442.74,298308,Карта,28.82,
2026075,2025-06-14,Казань,Бытовая техника,Товар_4414,4,97134.64,398136.82,11572,Наличные,28.30,
7485118,2023-12-21,Ростов-на-Дону,Косметика,Товар_3941,1,8656.34,267043.90,636764,QR-код,21.75,
5351644,2023-11-17,Красноярск,Электроника,Товар_2659,1,6678.08,64035.14,775714,Наличные,3.61,
8722717,2024-01-23,Новосибирск,Бытовая техника,Товар_1985,3,60078.94,395821.39,152684,Наличные,13.87,
2164086,2024-09-09,СПб,Мебель,Товар_545,1,53109.61,344737.80,765119,Наличные,13.92,
1991599,2023-05-11,Ростов-на-Дону,Игрушки,Товар_4655,4,46418.23,6177.28,12307,QR-код,19.87,
4238830,2025-02-15,СПб,Игрушки,Товар_97,1,85540.96,40568.78,212431,QR-код,0.22,"{""city_tier"": 2, ""campaign_id"": 100, ""device_type"": ""tablet"", ""return_rate"": 1.20, ""extra_field1"": ""value_804"", ""extra_field2"": 4868, ""loyalty_tier"": ""silver"", ""customer_segment"": ""economy""}"
5795452,2024-12-16,Ростов-на-Дону,Аксессуары,Товар_4880,5,19057.96,318611.41,142008,Перевод,12.94,
1597527,2024-01-08,Красноярск,Бытовая техника,Товар_4373,3,62463.54,189886.59,163079,Наличные,13.43,
2607083,2025-12-09,Нижний Новгород,Игрушки,Товар_170,5,86272.71,10224.06,775765,Перевод,25.20,
6254299,2023-11-05,Самара,Бытовая техника,Товар_3851,5,70433.44,259503.70,710652,QR-код,0.85,
5681869,2023-11-28,Новосибирск,Электроника,Товар_2320,5,91989.13,41946.45,228161,Перевод,16.74,
8068360,2025-05-20,Ростов-на-Дону,Аксессуары,Товар_3409,3,97500.36,218554.97,200520,QR-код,10.81,"{""city_tier"": 3, ""campaign_id"": 91, ""device_type"": ""desktop"", ""return_rate"": 2.67, ""extra_field1"": ""value_897"", ""extra_field2"": 3000, ""loyalty_tier"": ""silver"", ""customer_segment"": ""premium""}"
10790359,2024-10-13,Уфа,Мебель,Товар_566,2,84560.46,38845.21,918449,Наличные,19.53,
3407902,2024-06-05,Уфа,Аксессуары,Товар_3797,4,6140.22,42760.90,302265,Карта,26.76,
9389824,2024-06-21,Москва,Косметика,Товар_1891,3,66695.02,86947.74,285198,QR-код,27.93,
4702256,2024-10-04,Екатеринбург,Спорт,Товар_695,2,74575.29,90076.12,155273,Карта,24.69,
9907348,2025-07-14,Екатеринбург,Продукты,Товар_2886,5,34299.26,48284.65,604318,Наличные,19.25,
1736935,2025-08-05,Красноярск,Одежда,Товар_4432,4,74058.89,50681.99,318026,Перевод,17.39,
8194469,2024-01-25,Красноярск,Бытовая техника,Товар_286,1,45404.45,272021.55,139544,Наличные,19.07,
10980716,2025-08-16,Новосибирск,Аксессуары,Товар_4929,5,71045.25,18711.42,293304,Наличные,2.83,
9378042,2023-11-01,Самара,Игрушки,Товар_255,1,70965.98,227678.28,338349,Карта,2.09,
7711113,2025-04-18,Екатеринбург,Косметика,Товар_3220,5,25138.31,1388.98,538708,QR-код,26.60,
5724795,2025-09-03,Красноярск,Книги,Товар_1449,4,6516.48,206738.81,581451,Карта,2.62,
6308967,2025-03-22,Екатеринбург,Игрушки,Товар_2877,1,21161.82,11502.71,582153,Перевод,25.73,
3944522,2023-04-11,Нижний Новгород,Аксессуары,Товар_2670,5,21038.82,55879.24,90592,Перевод,0.72,
9798358,2026-01-23,Новосибирск,Мебель,Товар_3335,1,72636.70,36549.25,765281,Перевод,2.44,
9812793,2026-01-14,Самара,Косметика,Товар_4067,2,82020.65,106157.48,756758,Карта,21.55,
4696379,2025-04-21,Казань,Мебель,Товар_2981,1,50052.44,5816.28,513184,QR-код,18.66,
10846594,2025-06-12,Казань,Мебель,Товар_2343,5,71100.04,247502.01,116039,Наличные,17.42,
3473766,2025-01-07,Красноярск,Спорт,Товар_4025,5,4490.44,465260.77,766357,Наличные,20.68,
7654015,2025-09-06,Москва,Книги,Товар_118,5,80772.88,291227.66,302050,Карта,25.05,
1193654,2025-03-13,Нижний Новгород,Косметика,Товар_1983,2,35580.21,339041.27,343478,Перевод,20.56,
1792494,2023-06-12,СПб,Мебель,Товар_1218,5,77189.89,36573.52,557366,Перевод,29.18,
3764036,2025-04-21,СПб,Одежда,Товар_2713,3,54152.57,349605.40,541043,Наличные,4.26,
5366650,2024-08-22,Новосибирск,Продукты,Товар_6,5,72832.96,19677.30,640787,Перевод,8.79,"{""city_tier"": 1, ""campaign_id"": 34, ""device_type"": ""desktop"", ""return_rate"": 2.79, ""extra_field1"": ""value_784"", ""extra_field2"": 247, ""loyalty_tier"": ""silver"", ""customer_segment"": ""premium""}"
10606636,2024-11-07,СПб,Игрушки,Товар_690,2,95122.63,180651.57,699580,Карта,2.38,
1878473,2025-01-30,Новосибирск,Игрушки,Товар_2589,3,51515.10,391305.96,335473,Наличные,26.02,
5447367,2023-04-11,Ростов-на-Дону,Бытовая техника,Товар_3519,5,99236.44,76264.10,174420,Перевод,4.47,
5351085,2024-10-03,Новосибирск,Аксессуары,Товар_1095,1,28560.19,47123.23,263833,QR-код,16.34,
9608541,2025-08-08,Самара,Мебель,Товар_4098,5,63575.63,394287.06,95001,QR-код,0.08,
5966106,2023-08-13,Новосибирск,Электроника,Товар_224,2,37639.35,270812.08,306011,Наличные,29.99,
1337713,2025-05-17,Екатеринбург,Аксессуары,Товар_3233,2,29432.78,358033.99,844084,Перевод,17.75,
6419305,2024-07-23,Нижний Новгород,Электроника,Товар_2390,5,96644.46,13008.44,227153,Перевод,18.21,
3450795,2024-08-22,Ростов-на-Дону,Мебель,Товар_2466,5,7380.75,367175.35,610620,Наличные,3.57,
5085046,2024-07-25,Екатеринбург,Мебель,Товар_4878,2,47532.88,81371.83,976316,Перевод,5.32,
8078259,2023-10-09,Казань,Игрушки,Товар_1278,5,39225.86,36226.02,623525,Наличные,25.41,
9751774,2023-05-11,Казань,Продукты,Товар_4113,1,63581.57,176472.93,698452,Карта,22.41,
6056422,2024-06-20,Новосибирск,Спорт,Товар_2533,2,51210.69,317913.16,275513,Наличные,19.15,
1729251,2026-01-23,Казань,Одежда,Товар_3670,5,52477.51,184253.17,454885,Наличные,20.84,
8424466,2024-03-13,СПб,Аксессуары,Товар_65,5,33831.30,16963.64,226305,Карта,25.44,
7963037,2026-01-18,Новосибирск,Игрушки,Товар_3408,1,76144.58,172195.30,896730,Наличные,26.20,
8671321,2023-11-09,Екатеринбург,Аксессуары,Товар_1726,3,25346.39,242833.77,417071,Карта,6.11,
5640656,2024-05-13,Уфа,Спорт,Товар_2544,5,88459.63,445403.93,621315,Карта,9.44,
9161587,2023-07-12,Красноярск,Косметика,Товар_1438,3,27510.71,51597.39,428444,Карта,21.41,
1697393,2023-06-07,Самара,Мебель,Товар_1819,4,19532.91,18417.37,529231,QR-код,9.37,
1758596,2025-06-10,СПб,Бытовая техника,Товар_2833,5,94914.34,271553.12,222744,Карта,23.49,
5792843,2024-03-31,Казань,Мебель,Товар_759,3,50160.79,462843.62,88153,Карта,22.51,
6662656,2023-09-05,Ростов-на-Дону,Игрушки,Товар_1858,2,22765.40,53682.12,155496,Перевод,3.94,
2336537,2024-04-18,Москва,Игрушки,Товар_4979,3,64948.36,279114.88,515280,Перевод,15.87,
4085163,2025-02-03,Москва,Одежда,Товар_4132,4,57880.87,68355.34,462017,Наличные,16.43,
2911274,2023-04-25,Красноярск,Аксессуары,Товар_4544,3,15393.20,20401.98,409912,Наличные,26.45,
10964224,2023-04-07,Красноярск,Продукты,Товар_1704,4,96655.73,34168.29,931436,Карта,13.66,
5979198,2024-09-13,Уфа,Мебель,Товар_3138,3,76456.47,161806.11,940662,QR-код,24.10,
7663204,2024-02-08,Уфа,Одежда,Товар_1120,5,28490.89,304440.31,17986,QR-код,11.51,
9424851,2023-03-31,Екатеринбург,Игрушки,Товар_4668,4,16307.56,30357.57,190685,Карта,18.48,
1397065,2023-07-28,Самара,Аксессуары,Товар_3383,4,32884.99,76655.31,439270,Перевод,0.50,
4708358,2026-02-01,Екатеринбург,Одежда,Товар_3426,4,85399.06,61115.37,371985,Карта,13.90,
7846723,2025-12-29,Самара,Мебель,Товар_266,3,36995.02,79995.36,887127,QR-код,7.65,
6276138,2025-03-06,Уфа,Мебель,Товар_4736,5,65393.86,88548.96,129210,Наличные,19.50,
3940721,2025-03-07,Нижний Новгород,Бытовая техника,Товар_2183,3,52119.67,137986.22,51572,Наличные,14.54,
3765046,2023-10-08,Москва,Бытовая техника,Товар_4359,1,1631.81,68558.69,754296,Наличные,14.64,
9285902,2025-04-01,Екатеринбург,Книги,Товар_1603,2,76347.51,284679.68,400274,Перевод,21.27,
9824080,2025-08-01,Новосибирск,Аксессуары,Товар_3991,2,46427.26,16296.16,811373,Карта,5.10,"{""city_tier"": 3, ""campaign_id"": 96, ""device_type"": ""desktop"", ""return_rate"": 7.34, ""extra_field1"": ""value_588"", ""extra_field2"": 1181, ""loyalty_tier"": ""gold"", ""customer_segment"": ""premium""}"
5859733,2025-11-18,Новосибирск,Косметика,Товар_4300,1,19368.22,44851.72,191374,QR-код,19.44,
9294941,2023-10-21,Казань,Книги,Товар_1022,3,94713.02,298935.70,270150,QR-код,20.57,
5634363,2023-11-22,Красноярск,Бытовая техника,Товар_18,3,92231.57,13949.58,795362,Карта,15.83,
9268244,2025-02-12,Москва,Книги,Товар_4675,2,72975.17,57781.82,340374,Наличные,13.16,
3741059,2024-03-28,Москва,Одежда,Товар_4215,5,22894.06,51667.80,867803,Карта,17.54,
4707936,2024-02-16,Новосибирск,Спорт,Товар_3678,5,41627.71,36671.43,574346,Перевод,18.27,
8283034,2025-10-03,Ростов-на-Дону,Мебель,Товар_686,4,81220.42,370027.86,57291,Карта,19.10,
9000252,2023-09-02,Казань,Книги,Товар_2205,4,75821.87,52518.96,149963,Перевод,4.99,
10879881,2024-12-29,Новосибирск,Мебель,Товар_2980,4,67440.38,362782.57,66854,Перевод,21.28,
3072744,2025-05-03,Казань,Косметика,Товар_4965,3,63731.16,306578.80,516769,Карта,12.75,
3432932,2025-06-12,Ростов-на-Дону,Электроника,Товар_220,1,85996.13,221003.76,440538,QR-код,19.85,
8181264,2023-08-28,Самара,Спорт,Товар_2173,2,44730.28,99107.37,514067,Перевод,10.11,
7512857,2025-05-24,Самара,Бытовая техника,Товар_4922,5,22170.37,4450.97,904829,Перевод,3.36,
3989608,2024-10-24,Новосибирск,Одежда,Товар_1756,2,63303.30,164901.40,182151,Перевод,14.18,
4893023,2026-01-04,Ростов-на-Дону,Электроника,Товар_2045,3,12168.07,290314.63,444233,Карта,6.15,
2528029,2025-06-06,Самара,Книги,Товар_225,2,1506.71,11673.78,20350,Наличные,6.90,
1118822,2023-08-09,СПб,Книги,Товар_4459,5,97718.17,393587.98,668614,Карта,21.26,
4173121,2025-05-16,Красноярск,Одежда,Товар_4643,4,28802.10,285153.16,114476,Перевод,26.79,
9655294,2024-08-17,Уфа,Одежда,Товар_3279,3,31115.59,63722.24,308933,Карта,29.66,
8683952,2024-03-11,Москва,Аксессуары,Товар_2878,2,49823.56,151941.31,245215,QR-код,14.08,
3505132,2025-10-10,Уфа,Игрушки,Товар_3997,2,77339.38,263053.30,526016,Наличные,14.64,
6321121,2024-06-23,Новосибирск,Продукты,Товар_4144,5,47356.44,385310.73,209448,Карта,22.22,
7310574,2023-06-08,Екатеринбург,Спорт,Товар_2715,2,47069.50,28014.84,221693,Перевод,26.34,
3483867,2025-06-23,Ростов-на-Дону,Мебель,Товар_403,5,71076.38,173309.83,378474,Перевод,22.60,
7585794,2023-03-25,СПб,Одежда,Товар_241,4,29663.43,399917.76,925342,QR-код,28.99,
6191410,2025-12-12,Новосибирск,Одежда,Товар_461,1,43487.31,212608.16,986201,Карта,5.05,"{""city_tier"": 2, ""campaign_id"": 14, ""device_type"": ""tablet"", ""return_rate"": 3.26, ""extra_field1"": ""value_356"", ""extra_field2"": 2566, ""loyalty_tier"": ""bronze"", ""customer_segment"": ""standard""}"
9507666,2023-11-30,Самара,Косметика,Товар_3376,3,6783.13,82601.15,185811,Карта,6.29,
5079270,2024-07-15,Красноярск,Электроника,Товар_2146,4,97798.63,253600.88,533133,Карта,4.85,"{""city_tier"": 3, ""campaign_id"": 59, ""device_type"": ""tablet"", ""return_rate"": 4.20, ""extra_field1"": ""value_588"", ""extra_field2"": 7803, ""loyalty_tier"": ""gold"", ""customer_segment"": ""premium""}"
6736769,2025-12-24,Екатеринбург,Бытовая техника,Товар_2528,1,36229.25,47085.52,214498,Карта,3.51,
4826425,2025-08-05,Уфа,Книги,Товар_2031,1,34420.53,168575.80,223644,Наличные,7.48,
3268995,2023-04-26,Екатеринбург,Книги,Товар_3895,5,91791.97,78273.56,396701,Карта,13.73,
6044723,2024-06-13,Красноярск,Спорт,Товар_2031,3,42016.91,301477.94,888951,Карта,12.92,
3322990,2024-02-25,СПб,Одежда,Товар_1863,3,94428.45,171966.44,162735,Наличные,26.73,"{""city_tier"": 3, ""campaign_id"": 5, ""device_type"": ""tablet"", ""return_rate"": 9.54, ""extra_field1"": ""value_31"", ""extra_field2"": 6601, ""loyalty_tier"": ""gold"", ""customer_segment"": ""economy""}"
5578184,2025-02-24,Москва,Продукты,Товар_4258,5,65112.07,217867.09,873306,Наличные,20.90,
3803415,2023-11-17,Казань,Книги,Товар_4975,2,53030.84,137240.73,611252,Перевод,18.12,
10424719,2023-10-17,Новосибирск,Бытовая техника,Товар_4374,2,40319.30,43350.68,315204,Карта,29.71,
1240834,2024-08-03,Новосибирск,Продукты,Товар_925,2,42482.63,373976.08,471005,Наличные,2.80,
3963472,2026-03-10,СПб,Игрушки,Товар_414,1,98137.87,50115.45,104011,QR-код,28.10,
3284534,2024-01-08,Уфа,Бытовая техника,Товар_1585,3,41822.12,224562.14,741469,Перевод,2.47,
3274021,2025-09-09,Москва,Продукты,Товар_1361,1,8608.15,115739.48,224438,QR-код,8.07,
7092644,2023-10-26,Самара,Спорт,Товар_2825,1,52516.35,102321.57,694315,QR-код,21.87,
10586457,2024-10-26,Красноярск,Продукты,Товар_261,1,5511.42,212916.67,469187,Перевод,11.59,
5002734,2023-11-19,Нижний Новгород,Спорт,Товар_3941,5,40266.53,74505.58,471631,QR-код,26.82,
3715334,2024-06-12,Москва,Книги,Товар_1039,5,70362.58,216075.77,485262,QR-код,21.18,
10655977,2023-05-13,Уфа,Бытовая техника,Товар_4907,5,3655.68,56296.90,43649,Карта,17.87,
2330806,2024-09-24,Самара,Электроника,Товар_4267,5,1625.26,1483.41,939455,Карта,6.61,
9829323,2024-09-19,Москва,Спорт,Товар_4051,3,29428.39,13471.18,120731,Карта,11.31,
2855031,2024-11-10,Екатеринбург,Спорт,Товар_2053,2,22058.17,40454.72,854096,Перевод,10.10,
5802898,2025-02-24,Новосибирск,Косметика,Товар_1067,4,93062.94,178435.16,112384,Наличные,7.41,
2991013,2024-03-25,Красноярск,Спорт,Товар_242,2,57452.25,291234.18,873641,Перевод,28.37,
6054904,2023-05-05,Ростов-на-Дону,Аксессуары,Товар_15,3,93317.75,71664.05,397757,Перевод,13.57,
10557106,2023-06-06,Уфа,Одежда,Товар_1714,5,16589.66,48940.92,535844,QR-код,24.76,
4313269,2025-03-19,Красноярск,Косметика,Товар_4660,4,54398.53,371187.72,203878,Наличные,6.97,
10504873,2024-05-19,Екатеринбург,Бытовая техника,Товар_1270,4,66275.47,157187.85,186193,Наличные,1.90,
9757057,2024-04-15,Самара,Игрушки,Товар_4168,4,63722.79,55271.15,735679,QR-код,10.36,
1144236,2024-11-02,Ростов-на-Дону,Книги,Товар_3499,5,97438.98,254556.42,420095,QR-код,21.16,
4133086,2023-11-17,Москва,Косметика,Товар_4536,1,97758.72,161684.90,469926,Наличные,10.82,
6493350,2025-02-14,Екатеринбург,Электроника,Товар_2783,3,90190.52,5780.58,363140,Перевод,18.89,"{""city_tier"": 2, ""campaign_id"": 80, ""device_type"": ""desktop"", ""return_rate"": 9.76, ""extra_field1"": ""value_608"", ""extra_field2"": 6386, ""loyalty_tier"": ""gold"", ""customer_segment"": ""premium""}"
4276095,2023-12-18,Новосибирск,Бытовая техника,Товар_32,2,14708.48,69575.68,354254,Карта,8.75,
5828078,2025-03-28,Казань,Бытовая техника,Товар_1355,2,76592.18,57389.28,292409,Перевод,29.80,
